spot_id,SPOT_REGION,SPOT_COUNTRY,Spot_Name,description,SPOT_TYPE,Longitude,Latitude,GoogleEarth_Link,Active,SPOT_FLAG,country_id,region_id,SESSION_SPOT,Class_ID,Long,Lat,date_add,NRSessions
123,-,Australia,Narrabeen Lake,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Narrabeen Lake,+Australia",1,AU,53,299,Narrabeen Lake - Australia,23,NULL,NULL,2013-05-20 12:44:28.527,26
124,-,United States,"Hyannis - Cape Cod, MA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Hyannis - Cape Cod, MA,+United States",1,US,269,299,"Hyannis - Cape Cod, MA - United States",23,-70.28438735,41.6259261,2013-05-20 12:44:28.527,22
125,-,Netherlands,Wolderwijd - Strand Nulde,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Strand Nulde,+Netherlands",1,NL,202,299,Wolderwijd - Strand Nulde - Netherlands,23,5.554923326,52.31604507,2013-05-20 12:44:28.527,35
126,-,France,Quiberon,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Quiberon,+France",1,FR,114,299,Quiberon - France,23,-3.097221,47.518683,2013-05-20 12:44:28.527,7
127,-,Sweden,Bolinder Strand,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Bolinder Strand,+Sweden",1,SE,233,299,Bolinder Strand - Sweden,23,NULL,NULL,2013-05-20 12:44:28.527,30
128,-,Germany,Ahrenshoop,Nice Place with moderate flat water,Lake,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Ahrenshoop,+Germany",1,DE,96,299,Ahrenshoop - Germany,25,NULL,NULL,2013-05-20 12:44:28.527,1
129,-,Austria,Neusiedler See,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Neusiedler See,+Austria",1,AT,52,299,Neusiedler See - Austria,23,16.80054145,47.84663097,2013-05-20 12:44:28.527,246
130,-,Germany,Grossenbrode,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Grossenbrode,+Germany",1,DE,96,299,Grossenbrode - Germany,23,11.081193,54.3435929,2013-05-20 12:44:28.527,148
131,-,Greece,Karpathos,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Karpathos,+Greece",1,GR,126,299,Karpathos - Greece,23,27.1573967,35.43984974,2013-05-20 12:44:28.527,2831
132,-,United Kingdom,Rhosneigr,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Rhosneigr,+United Kingdom",1,UK,268,299,Rhosneigr - United Kingdom,23,-4.529826275,53.23136813,2013-05-20 12:44:28.527,9
133,-,United Kingdom,West Kirby,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=West Kirby,+United Kingdom",1,UK,268,299,West Kirby - United Kingdom,23,-3.188417585,53.36861502,2013-05-20 12:44:28.527,1852
134,-,New Zealand,"Eastbourne, Wellington",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Eastbourne, Wellington,+New Zealand",1,NZ,208,299,"Eastbourne, Wellington - New Zealand",23,NULL,NULL,2013-05-20 12:44:28.527,12
135,-,NULL,"Gera Lario, Como Lake",-,-,NULL,NULL,NULL,1,NULL,12,299,"Gera Lario, Como Lake - ",23,NULL,NULL,2013-05-20 12:44:28.527,19
138,-,Slovenia,Å½usterna,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Å½usterna,+Slovenia",1,SI,236,299,Å½usterna - Slovenia,23,NULL,NULL,2013-05-20 12:44:28.527,2
140,-,South Africa,Langebaan,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Langebaan,+South Africa",1,ZA,286,299,Langebaan - South Africa,23,18.02106986,-33.09126317,2013-05-20 12:44:28.527,100
141,-,South Africa,Churchaven,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Churchaven,+South Africa",1,ZA,286,299,Churchaven - South Africa,23,18.08956415,-33.1833173,2013-05-20 12:44:28.527,5
142,-,Namibia,Walvis Bay Speedstrip,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Walvis Bay Speedstrip,+Namibia",1,NA,196,299,Walvis Bay Speedstrip - Namibia,23,NULL,NULL,2013-05-20 12:44:28.527,190
143,-,New Zealand,"Ngunguru Bay, Northland",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Ngunguru Bay, Northland,+New Zealand",1,NZ,208,299,"Ngunguru Bay, Northland - New Zealand",23,NULL,NULL,2013-05-20 12:44:28.527,15
145,-,New Zealand,"Meola Reef, Auckland",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Meola Reef, Auckland,+New Zealand",1,NZ,208,299,"Meola Reef, Auckland - New Zealand",23,174.7182015,-36.83804908,2013-05-20 12:44:28.527,117
146,-,United States,"Hatteras, NC",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Hatteras, NC,+United States",1,US,269,299,"Hatteras, NC - United States",23,-75.5118705,35.3757045,2013-05-20 12:44:28.527,23
148,-,United States,"Lake Norman, NC",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lake Norman, NC,+United States",1,US,269,299,"Lake Norman, NC - United States",23,NULL,NULL,2013-05-20 12:44:28.527,10
149,-,New Zealand,Pine Harbour Beachlands,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Pine Harbour Beachlands,+New Zealand",1,NZ,208,299,Pine Harbour Beachlands - New Zealand,23,174.9976439,-36.8843782,2013-05-20 12:44:28.527,20
150,-,New Zealand,Island Bay Birkenhead,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Island Bay Birkenhead,+New Zealand",1,NZ,208,299,Island Bay Birkenhead - New Zealand,23,174.7062762,-36.81745622,2013-05-20 12:44:28.527,47
151,-,New Zealand,Farm Cove Pakuranga,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Farm Cove Pakuranga,+New Zealand",1,NZ,208,299,Farm Cove Pakuranga - New Zealand,23,174.8777217,-36.88739735,2013-05-20 12:44:28.527,288
152,-,New Zealand,"Glenorchy, Lake Wakatipu",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Glenorchy, Lake Wakatipu,+New Zealand",1,NZ,208,299,"Glenorchy, Lake Wakatipu - New Zealand",23,NULL,NULL,2013-05-20 12:44:28.527,24
155,-,Greece,"Lesvos, Petra",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lesvos, Petra,+Greece",1,GR,126,299,"Lesvos, Petra - Greece",23,NULL,NULL,2013-05-20 12:44:28.527,3
156,-,Australia,"Pittwater Causeway, Tas",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Pittwater Causeway, Tas,+Australia",1,AU,53,299,"Pittwater Causeway, Tas - Australia",23,NULL,NULL,2013-05-20 12:44:28.527,1
157,-,South Africa,"Shark Bay Sandbar, Langebaan",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Shark Bay Sandbar, Langebaan,+South Africa",1,ZA,286,299,"Shark Bay Sandbar, Langebaan - South Africa",23,NULL,NULL,2013-05-20 12:44:28.527,4
158,-,France,Fleury d'Aude,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Fleury d'Aude,+France",1,FR,114,299,Fleury d'Aude - France,23,NULL,NULL,2013-05-20 12:44:28.527,1
159,-,Australia,"Inverloch, Victoria",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Inverloch, Victoria,+Australia",1,AU,53,299,"Inverloch, Victoria - Australia",23,145.7930099,-38.6447883,2013-05-20 12:44:28.527,71
160,-,United States,"Gainesville, FL",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Gainesville, FL,+United States",1,US,269,299,"Gainesville, FL - United States",23,NULL,NULL,2013-05-20 12:44:28.527,5
161,-,Australia,"Sandy Bay, Derwent River, TAS",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Sandy Bay, Derwent River, TAS,+Australia",1,AU,53,299,"Sandy Bay, Derwent River, TAS - Australia",23,147.3614922,-42.9007827,2013-05-20 12:44:28.527,8
162,-,Netherlands,"Waddenzee, Peasens/Moddergat",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Waddenzee, Peasens/Moddergat,+Netherlands",1,NL,202,299,"Waddenzee, Peasens/Moddergat - Netherlands",23,6.065715782,53.41303342,2013-05-20 12:44:28.527,29
163,-,United Kingdom,Grimwith Reservoir,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Grimwith Reservoir,+United Kingdom",1,UK,268,299,Grimwith Reservoir - United Kingdom,23,-1.903364014,54.07674656,2013-05-20 12:44:28.527,30
164,-,Germany,Lake Fahrland,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lake Fahrland,+Germany",1,DE,96,299,Lake Fahrland - Germany,23,NULL,NULL,2013-05-20 12:44:28.527,4
166,-,Australia,"Woodmans Point, WA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Woodmans Point, WA,+Australia",1,AU,53,299,"Woodmans Point, WA - Australia",23,115.7414819,-32.12643253,2013-05-20 12:44:28.527,67
167,-,Australia,"Point Walter, WA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Point Walter, WA,+Australia",1,AU,53,299,"Point Walter, WA - Australia",23,115.8125855,-32.01198087,2013-05-20 12:44:28.527,104
168,-,Australia,"Lake Bonney, SA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lake Bonney, SA,+Australia",1,AU,53,299,"Lake Bonney, SA - Australia",23,140.4531098,-34.2460221,2013-05-20 12:44:28.527,214
169,-,Australia,"Penguin Island, WA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Penguin Island, WA,+Australia",1,AU,53,299,"Penguin Island, WA - Australia",23,NULL,NULL,2013-05-20 12:44:28.527,5
170,-,Australia,Rickets Point,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Rickets Point,+Australia",1,AU,53,299,Rickets Point - Australia,23,NULL,NULL,2013-05-20 12:44:28.527,3
171,-,Greece,Schinias,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Schinias,+Greece",1,GR,126,299,Schinias - Greece,23,24.03019594,38.12996853,2013-05-20 12:44:28.527,499
172,-,Germany,"Born, Darss",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Born, Darss,+Germany",1,DE,96,299,"Born, Darss - Germany",23,12.51265701,54.36900709,2013-05-20 12:44:28.527,19
173,-,Australia,"Pelican Point, Swan River, WA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Pelican Point, Swan River, WA,+Australia",1,AU,53,299,"Pelican Point, Swan River, WA - Australia",23,115.8294943,-31.9927973,2013-05-20 12:44:28.527,148
175,-,Greece,Chalkoutsi,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Chalkoutsi,+Greece",1,GR,126,299,Chalkoutsi - Greece,23,23.73016238,38.34772086,2013-05-20 12:44:28.527,281
176,-,Australia,Port Sorell Sand Bar,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Port Sorell Sand Bar,+Australia",1,AU,53,299,Port Sorell Sand Bar - Australia,23,146.5578057,-41.1557604,2013-05-20 12:44:28.527,42
177,-,Lithuania,Kauno Marios,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Kauno Marios,+Lithuania",1,LT,170,299,Kauno Marios - Lithuania,23,24.0603041,54.88507926,2013-05-20 12:44:28.527,53
178,-,Australia,Western Port Bay,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Western Port Bay,+Australia",1,AU,53,299,Western Port Bay - Australia,23,NULL,NULL,2013-05-20 12:44:28.527,3
180,-,New Zealand,"Tamaki River, Glendowie Road",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Tamaki River, Glendowie Road,+New Zealand",1,NZ,208,299,"Tamaki River, Glendowie Road - New Zealand",23,174.8861955,-36.86512645,2013-05-20 12:44:28.527,12
181,-,New Zealand,"Tamaki River, West Tamaki Road",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Tamaki River, West Tamaki Road,+New Zealand",1,NZ,208,299,"Tamaki River, West Tamaki Road - New Zealand",23,174.8844174,-36.87946105,2013-05-20 12:44:28.527,10
182,-,United Kingdom,Mersea Island,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Mersea Island,+United Kingdom",1,UK,268,299,Mersea Island - United Kingdom,23,NULL,NULL,2013-05-20 12:44:28.527,2
187,-,Netherlands,IJmuiden,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=IJmuiden,+Netherlands",1,NL,202,299,IJmuiden - Netherlands,23,4.586082528,52.46831542,2013-05-20 12:44:28.527,11
188,-,Netherlands,Wijk aan Zee,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Wijk aan Zee,+Netherlands",1,NL,202,299,Wijk aan Zee - Netherlands,23,4.603608295,52.44058864,2013-05-20 12:44:28.527,43
189,-,Australia,"Mandurah Estuary, WA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Mandurah Estuary, WA,+Australia",1,AU,53,299,"Mandurah Estuary, WA - Australia",23,115.6964964,-32.58429315,2013-05-20 12:44:28.527,65
190,-,United Kingdom,Roa Island (Barrow-in-Furness),-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Roa Island (Barrow-in-Furness),+United Kingdom",1,UK,268,299,Roa Island (Barrow-in-Furness) - United Kingdom,23,-3.187849935,54.07451237,2013-05-20 12:44:28.527,47
191,-,New Zealand,"Manukau Harbour, Green Bay",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Manukau Harbour, Green Bay,+New Zealand",1,NZ,208,299,"Manukau Harbour, Green Bay - New Zealand",23,NULL,NULL,2013-05-20 12:44:28.527,3
192,-,New Zealand,Auckland Harbour,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Auckland Harbour,+New Zealand",1,NZ,208,299,Auckland Harbour - New Zealand,23,174.8444273,-36.84493393,2013-05-20 12:44:28.527,81
193,-,New Zealand,"St Heliers, Auckland",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=St Heliers, Auckland,+New Zealand",1,NZ,208,299,"St Heliers, Auckland - New Zealand",23,NULL,NULL,2013-05-20 12:44:28.527,24
196,-,France,Lery Poses,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lery Poses,+France",1,FR,114,299,Lery Poses - France,23,1.225028774,49.30025492,2013-05-20 12:44:28.527,37
198,-,Sweden,Roxen Lake,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Roxen Lake,+Sweden",1,SE,233,299,Roxen Lake - Sweden,23,15.62190085,58.47048876,2013-05-20 12:44:28.527,57
201,-,New Zealand,"Dunedin Harbour, Dunedin",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Dunedin Harbour, Dunedin,+New Zealand",1,NZ,208,299,"Dunedin Harbour, Dunedin - New Zealand",23,NULL,NULL,2013-05-20 12:44:28.527,151
205,-,Sweden,"Skarholmen, Ekoln",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Skarholmen, Ekoln,+Sweden",1,SE,233,299,"Skarholmen, Ekoln - Sweden",23,17.62763103,59.78016549,2013-05-20 12:44:28.527,85
207,-,Sweden,"Haga Park, Oland",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Haga Park, Oland,+Sweden",1,SE,233,299,"Haga Park, Oland - Sweden",23,16.40483111,56.58926907,2013-05-20 12:44:28.527,2281
209,-,Sweden,"Kappelskar, Norrtalje",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Kappelskar, Norrtalje,+Sweden",1,SE,233,299,"Kappelskar, Norrtalje - Sweden",23,18.79280116,59.58618387,2013-05-20 12:44:28.527,53
211,-,Australia,Wellington Point,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Wellington Point,+Australia",1,AU,53,299,Wellington Point - Australia,23,153.2330922,-27.46304435,2013-05-20 12:44:28.527,252
212,-,France,"Saint Brevin, 44",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Saint Brevin,+France",1,FR,114,299,"Saint Brevin, 44 - France",23,-2.183042456,47.228555,2013-05-20 12:44:28.527,16
214,-,New Zealand,"Lyall Bay, Wellington",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lyall Bay, Wellington,+New Zealand",1,NZ,208,299,"Lyall Bay, Wellington - New Zealand",23,NULL,NULL,2013-05-20 12:44:28.527,2
216,-,South Africa,Milnerton Aquatic Club,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Rietvlei Mac,+South Africa",1,ZA,286,299,Milnerton Aquatic Club - South Africa,23,18.49208915,-33.8391041,2013-05-20 12:44:28.527,295
217,-,Spain,Barraja Boiro La Coruna,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Barraja Boiro La Coruna,+Spain",1,ES,107,299,Barraja Boiro La Coruna - Spain,23,NULL,NULL,2013-05-20 12:44:28.527,7
220,-,Egypt,El Tur,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=El Turk,+Egypt",1,EG,104,299,El Tur - Egypt,23,NULL,NULL,2013-05-20 12:44:28.527,11
222,-,New Zealand,Foxton Beach,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Foxton Beach,+New Zealand",1,NZ,208,299,Foxton Beach - New Zealand,23,NULL,NULL,2013-05-20 12:44:28.527,9
224,-,United Kingdom,Hayle Harbour,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Hayle Harbour,+United Kingdom",1,UK,268,299,Hayle Harbour - United Kingdom,23,NULL,NULL,2013-05-20 12:44:28.527,1
225,-,United Kingdom,Stithians Lake,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Stithians Lake,+United Kingdom",1,UK,268,299,Stithians Lake - United Kingdom,23,-5.2075545,50.18418165,2013-05-20 12:44:28.527,515
226,-,France,"Wissant, 62",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Wissant 62,+France",1,FR,114,299,"Wissant, 62 - France",23,1.6579928,50.8878363,2013-05-20 12:44:28.527,4
227,-,Australia,"Avalon, WA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Avalon, WA,+Australia",1,AU,53,299,"Avalon, WA - Australia",23,NULL,NULL,2013-05-20 12:44:28.527,8
229,-,Australia,"Melville Beach, Swan River, WA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Melville Beach, Swan River, WA,+Australia",1,AU,53,299,"Melville Beach, Swan River, WA - Australia",23,115.8199992,-32.01448282,2013-05-20 12:44:28.527,196
230,-,United States,"Lake Pontchartrain, LA",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lake Pontchartrain, LA,+United States",1,US,269,299,"Lake Pontchartrain, LA - United States",23,NULL,NULL,2013-05-20 12:44:28.527,3
231,-,United Kingdom,Marazion,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Marazion,+United Kingdom",1,UK,268,299,Marazion - United Kingdom,23,-5.4973163,50.12287695,2013-05-20 12:44:28.527,130
232,-,France,Sausset Beach,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Sausset Beach,+France",1,FR,114,299,Sausset Beach - France,23,NULL,NULL,2013-05-20 12:44:28.527,1
233,-,Spain,"Valmayor Lake, Madrid",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Valmayor Lake, Madrid,+Spain",1,ES,107,299,"Valmayor Lake, Madrid - Spain",23,-4.051767023,40.54940979,2013-05-20 12:44:28.527,102
234,-,Sweden,Askimk,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Askimk,+Sweden",1,SE,233,299,Askimk - Sweden,23,NULL,NULL,2013-05-20 12:44:28.527,5
235,-,Sweden,Björlanda,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Björlanda,+Sweden",1,SE,233,299,Björlanda - Sweden,23,11.796351,57.75657561,2013-05-20 12:44:28.527,329
236,-,France,Courselles 50,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Courselles 50,+France",1,FR,114,299,Courselles 50 - France,23,NULL,NULL,2013-05-20 12:44:28.527,5
237,-,France,"Gavres-Riantec, 56",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Gavres-Riantec 56,+France",1,FR,114,299,"Gavres-Riantec, 56 - France",23,-3.307426556,47.69541838,2013-05-20 12:44:28.527,49
239,-,United States,"Rickenbacker Cswy, Miami, FL",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Rickenbacker Cswy, Miami, FL,+United States",1,US,269,299,"Rickenbacker Cswy, Miami, FL - United States",23,-80.1979244,25.73344015,2013-05-20 12:44:28.527,16
243,-,Netherlands,Ketelmeer,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Ketelmeer,+Netherlands",1,NL,202,299,Ketelmeer - Netherlands,23,5.666117529,52.60863908,2013-05-20 12:44:28.527,105
244,-,New Zealand,"Lake Pupuke, Auckland",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lake Pupuke, Auckland,+New Zealand",1,NZ,208,299,"Lake Pupuke, Auckland - New Zealand",23,174.7703988,-36.7794949,2013-05-20 12:44:28.527,14
251,-,New Zealand,"Pauatahanui Inlet, Wellington",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Pauatahanui Inlet, Wellington,+New Zealand",1,NZ,208,299,"Pauatahanui Inlet, Wellington - New Zealand",23,NULL,NULL,2013-05-20 12:44:28.527,3
252,-,Germany,"Auesee, Wesel",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Auesee, Wesel,+Germany",1,DE,96,299,"Auesee, Wesel - Germany",23,6.581359636,51.67320386,2013-05-20 12:44:28.527,90
254,-,United States,Frisco Woods Campground,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Frisco Woods Campground,+United States",1,US,269,299,Frisco Woods Campground - United States,23,-75.64072115,35.2310574,2013-05-20 12:44:28.527,9
255,-,Spain,La Retrorta Cabo de Cruz,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=La Retrorta Cabo de Cruz,+Spain",1,ES,107,299,La Retrorta Cabo de Cruz - Spain,23,NULL,NULL,2013-05-20 12:44:28.527,1
256,-,France,St Quay Portrieux,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=St Quay Portrieux,+France",1,FR,114,299,St Quay Portrieux - France,23,NULL,NULL,2013-05-20 12:44:28.527,4
257,-,Australia,Sanctuary Point,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Sanctuary Point,+Australia",1,AU,53,299,Sanctuary Point - Australia,23,150.6488366,-35.11640373,2013-05-20 12:44:28.527,15
259,-,Australia,"Green Point, Brighton",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Green Point, Brighton,+Australia",1,AU,53,299,"Green Point, Brighton - Australia",23,NULL,NULL,2013-05-20 12:44:28.527,12
260,-,Netherlands,Reeuwijkse Hout,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Reeuwijkse Hout,+Netherlands",1,NL,202,299,Reeuwijkse Hout - Netherlands,23,4.745655114,52.05456462,2013-05-20 12:44:28.527,128
261,-,New Zealand,Tauranga Harbour Bay of Plenty,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Tauranga Harbour Bay of Plenty,+New Zealand",1,NZ,208,299,Tauranga Harbour Bay of Plenty - New Zealand,23,NULL,NULL,2013-05-20 12:44:28.527,272
262,-,United Kingdom,Hayling Island,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Hayling Island,+United Kingdom",1,UK,268,299,Hayling Island - United Kingdom,23,-0.975091454,50.81086078,2013-05-20 12:44:28.527,362
263,-,Netherlands,Delfzijl - Eems,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Delfzijl-Eems,+Netherlands",1,NL,202,299,Delfzijl - Eems - Netherlands,23,NULL,NULL,2013-05-20 12:44:28.527,3
264,-,Germany,Emden-Eems,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Emden-Eems,+Germany",1,DE,96,299,Emden-Eems - Germany,23,NULL,NULL,2013-05-20 12:44:28.527,6
266,-,Netherlands,Eemshaven - Eems,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Eemshaven-Eems,+Netherlands",1,NL,202,299,Eemshaven - Eems - Netherlands,23,6.800825,53.466935,2013-05-20 12:44:28.527,5
268,-,France,"Lacanau, 33",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Lacanau 33,+France",1,FR,114,299,"Lacanau, 33 - France",23,NULL,NULL,2013-05-20 12:44:28.527,14
269,-,New Zealand,Omaha Beach,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Omaha Beach,+New Zealand",1,NZ,208,299,Omaha Beach - New Zealand,23,174.7888102,-36.34337777,2013-05-20 12:44:28.527,10
270,-,United States,"Bird Island Basin, TX",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Bird Island Basin, TX,+United States",1,US,269,299,"Bird Island Basin, TX - United States",23,-97.30348696,27.49008106,2013-05-20 12:44:28.527,142
271,-,France,"Pont Mahac, 44",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Pont Mahac 44,+France",1,FR,114,299,"Pont Mahac, 44 - France",23,NULL,NULL,2013-05-20 12:44:28.527,4
272,-,New Zealand,"Pt Chevalier, Auckland",-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Pt Chevalier, Auckland,+New Zealand",1,NZ,208,299,"Pt Chevalier, Auckland - New Zealand",23,174.6897356,-36.8574449,2013-05-20 12:44:28.527,96
273,-,United Kingdom,East Wittering,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=East Wittering,+United Kingdom",1,UK,268,299,East Wittering - United Kingdom,23,NULL,NULL,2013-05-20 12:44:28.527,3
276,-,New Zealand,Eastern Beach,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Eastern Beach,+New Zealand",1,NZ,208,299,Eastern Beach - New Zealand,23,174.917652,-36.86827158,2013-05-20 12:44:28.527,21
277,-,New Zealand,Pt Chev.,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Pt Chev.,+New Zealand",1,NZ,208,299,Pt Chev. - New Zealand,23,174.6882391,-36.8627321,2013-05-20 12:44:28.527,4
279,-,New Zealand,Shoal Bay,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Shoal Bay,+New Zealand",1,NZ,208,299,Shoal Bay - New Zealand,23,174.7681497,-36.80907581,2013-05-20 12:44:28.527,24
280,-,New Zealand,Takapuna Beach,-,-,NULL,NULL,"http://maps.google.com/maps?f=q&hl=en&q=Takapuna Beach,+New Zealand",1,NZ,208,299,Takapuna Beach - New Zealand,23,174.8220943,-36.77782542,2013-05-20 12:44:28.527,34
